beta		beta		tan(beta)
0.484073		0.484073		0.525799
0.494073		0.494073		0.538632
0.504073		0.504073		0.551603
0.514073		0.514073		0.564719
0.524073		0.524073		0.577983
0.534073		0.534073		0.591402
0.544073		0.544073		0.60498
0.554073		0.554073		0.618724
0.564073		0.564073		0.632639
0.574073		0.574073		0.646731
0.584073		0.584073		0.661006
0.594073		0.594073		0.675471
0.604073		0.604073		0.690134
0.614073		0.614073		0.705
0.624073		0.624073		0.720077
0.634073		0.634073		0.735372
0.644073		0.644073		0.750895
0.654073		0.654073		0.766652
0.664073		0.664073		0.782653
0.674073		0.674073		0.798906
0.684073		0.684073		0.815421
0.694073		0.694073		0.832207
0.704073		0.704073		0.849276
0.714073		0.714073		0.866636
0.724073		0.724073		0.884301
0.734073		0.734073		0.90228
0.744073		0.744073		0.920587
0.754073		0.754073		0.939234
0.764073		0.764073		0.958235
0.774073		0.774073		0.977603
0.784073		0.784073		0.997354
0.794073		0.794073		1.0175
0.804073		0.804073		1.03807
0.814073		0.814073		1.05906
0.824073		0.824073		1.0805
0.834073		0.834073		1.10242
0.844073		0.844073		1.12482
0.854073		0.854073		1.14773
0.864073		0.864073		1.17117
0.874073		0.874073		1.19517
0.884073		0.884073		1.21975
0.894073		0.894073		1.24493
0.904073		0.904073		1.27075
0.914073		0.914073		1.29724
0.924073		0.924073		1.32442
0.934073		0.934073		1.35233
0.944073		0.944073		1.38101
0.954073		0.954073		1.41049
0.964073		0.964073		1.44081
0.974073		0.974073		1.47202
0.984073		0.984073		1.50417
0.994073		0.994073		1.53729
1.00407		1.00407		1.57145
1.01407		1.01407		1.6067
1.02407		1.02407		1.6431
1.03407		1.03407		1.68072
1.04407		1.04407		1.71962
1.05407		1.05407		1.75989
1.06407		1.06407		1.80159
1.07407		1.07407		1.84483
1.08407		1.08407		1.88969
1.09407		1.09407		1.93629
1.10407		1.10407		1.98472
1.11407		1.11407		2.03511
1.12407		1.12407		2.0876
1.13407		1.13407		2.14232
1.14407		1.14407		2.19944
1.15407		1.15407		2.25913
1.16407		1.16407		2.32158
1.17407		1.17407		2.387
1.18407		1.18407		2.45562
1.19407		1.19407		2.52769
1.20407		1.20407		2.6035
1.21407		1.21407		2.68337
1.22407		1.22407		2.76764
1.23407		1.23407		2.8567
1.24407		1.24407		2.95101
1.25407		1.25407		3.05105
1.26407		1.26407		3.15738
1.27407		1.27407		3.27066
1.28407		1.28407		3.39159
1.29407		1.29407		3.52101
1.30407		1.30407		3.65988
1.31407		1.31407		3.8093
1.32407		1.32407		3.97055
1.33407		1.33407		4.14515
1.34407		1.34407		4.33484
1.35407		1.35407		4.54172
1.36407		1.36407		4.76829
1.37407		1.37407		5.01755
1.38407		1.38407		5.29314
1.39407		1.39407		5.59955
1.40407		1.40407		5.9423
1.41407		1.41407		6.32836
1.42407		1.42407		6.76659
1.43407		1.43407		7.26843
1.44407		1.44407		7.84895
1.45407		1.45407		8.52836
1.46407		1.46407		9.33446
1.47407		1.47407		10.3066
1.48407		1.48407		11.5021
1.49407		1.49407		13.0083
1.50407		1.50407		14.9651
1.51407		1.51407		17.6107
1.52407		1.52407		21.3872
1.53407		1.53407		27.2188
1.54407		1.54407		37.4122
1.55407		1.55407		59.7928
1.56407		1.56407		148.744
1.57407		1.57407		-305.143
1.58407		1.58407		-75.313
1.59407		1.59407		-42.9528
1.60407		1.60407		-30.0396
1.61407		1.61407		-23.0925
1.62407		1.62407		-18.752
1.63407		1.63407		-15.7824
1.64407		1.64407		-13.6224
1.65407		1.65407		-11.9803
1.66407		1.66407		-10.6896
1.67407		1.67407		-9.64823
1.68407		1.68407		-8.79012
1.69407		1.69407		-8.07067
1.70407		1.70407		-7.45868
1.71407		1.71407		-6.93166
1.72407		1.72407		-6.47296
1.73407		1.73407		-6.07003
1.74407		1.74407		-5.71323
1.75407		1.75407		-5.39499
1.76407		1.76407		-5.10933
1.77407		1.77407		-4.85145
1.78407		1.78407		-4.61743
1.79407		1.79407		-4.40406
1.80407		1.80407		-4.2087
1.81407		1.81407		-4.02912
1.82407		1.82407		-3.86346
1.83407		1.83407		-3.71011
1.84407		1.84407		-3.56774
1.85407		1.85407		-3.43518
1.86407		1.86407		-3.31142
1.87407		1.87407		-3.1956
1.88407		1.88407		-3.08695
1.89407		1.89407		-2.9848
1.90407		1.90407		-2.88858
1.91407		1.91407		-2.79776
1.92407		1.92407		-2.71189
1.93407		1.93407		-2.63055
1.94407		1.94407		-2.55338
1.95407		1.95407		-2.48005
1.96407		1.96407		-2.41027
1.97407		1.97407		-2.34378
1.98407		1.98407		-2.28033
1.99407		1.99407		-2.21971
2.00407		2.00407		-2.16173
2.01407		2.01407		-2.10619
2.02407		2.02407		-2.05295
2.03407		2.03407		-2.00185
2.04407		2.04407		-1.95276
2.05407		2.05407		-1.90555
2.06407		2.06407		-1.8601
2.07407		2.07407		-1.81631
2.08407		2.08407		-1.77409
2.09407		2.09407		-1.73334
2.10407		2.10407		-1.69397
2.11407		2.11407		-1.65592
2.12407		2.12407		-1.61911
2.13407		2.13407		-1.58347
2.14407		2.14407		-1.54894
2.15407		2.15407		-1.51547
2.16407		2.16407		-1.48299
2.17407		2.17407		-1.45147
2.18407		2.18407		-1.42084
2.19407		2.19407		-1.39108
2.20407		2.20407		-1.36213
2.21407		2.21407		-1.33396
2.22407		2.22407		-1.30653
2.23407		2.23407		-1.2798
2.24407		2.24407		-1.25376
2.25407		2.25407		-1.22836
2.26407		2.26407		-1.20357
2.27407		2.27407		-1.17938
2.28407		2.28407		-1.15574
2.29407		2.29407		-1.13265
2.30407		2.30407		-1.11008
2.31407		2.31407		-1.088
2.32407		2.32407		-1.0664
2.33407		2.33407		-1.04525
2.34407		2.34407		-1.02454
2.35407		2.35407		-1.00425
2.36407		2.36407		-0.984365
2.37407		2.37407		-0.964866
2.38407		2.38407		-0.945741
2.39407		2.39407		-0.926973
2.40407		2.40407		-0.908551
2.41407		2.41407		-0.89046
2.42407		2.42407		-0.872688
2.43407		2.43407		-0.855224
2.44407		2.44407		-0.838056
2.45407		2.45407		-0.821174
2.46407		2.46407		-0.804566
2.47407		2.47407		-0.788224
2.48407		2.48407		-0.772137
2.49407		2.49407		-0.756297
2.50407		2.50407		-0.740695
2.51407		2.51407		-0.725322
2.52407		2.52407		-0.71017
2.53407		2.53407		-0.695233
2.54407		2.54407		-0.680501
2.55407		2.55407		-0.665969
2.56407		2.56407		-0.651629
2.57407		2.57407		-0.637474
2.58407		2.58407		-0.623499
2.59407		2.59407		-0.609697
2.60407		2.60407		-0.596062
2.61407		2.61407		-0.582589
2.62407		2.62407		-0.569272
2.63407		2.63407		-0.556106
2.64407		2.64407		-0.543086
2.65407		2.65407		-0.530206
2.66407		2.66407		-0.517462
2.67407		2.67407		-0.504849
2.68407		2.68407		-0.492363
2.69407		2.69407		-0.479999
2.70407		2.70407		-0.467753
2.71407		2.71407		-0.455622
2.72407		2.72407		-0.4436
2.73407		2.73407		-0.431685
2.74407		2.74407		-0.419872
2.75407		2.75407		-0.408158
2.76407		2.76407		-0.396539
2.77407		2.77407		-0.385012
2.78407		2.78407		-0.373573
2.79407		2.79407		-0.36222
2.80407		2.80407		-0.350948
2.81407		2.81407		-0.339755
2.82407		2.82407		-0.328638
2.83407		2.83407		-0.317594
2.84407		2.84407		-0.30662
2.85407		2.85407		-0.295713
2.86407		2.86407		-0.28487
2.87407		2.87407		-0.274089
2.88407		2.88407		-0.263367
2.89407		2.89407		-0.252701
2.90407		2.90407		-0.242089
2.91407		2.91407		-0.231528
2.92407		2.92407		-0.221016
2.93407		2.93407		-0.21055
2.94407		2.94407		-0.200129
2.95407		2.95407		-0.189748
2.96407		2.96407		-0.179408
2.97407		2.97407		-0.169104
2.98407		2.98407		-0.158835
2.99407		2.99407		-0.148599
3.00407		3.00407		-0.138393
3.01407		3.01407		-0.128215
3.02407		3.02407		-0.118063
3.03407		3.03407		-0.107935
3.04407		3.04407		-0.0978295
3.05407		3.05407		-0.0877433
3.06407		3.06407		-0.0776748
3.07407		3.07407		-0.067622
3.08407		3.08407		-0.0575827
3.09407		3.09407		-0.047555
3.10407		3.10407		-0.0375368
3.11407		3.11407		-0.0275261
3.12407		3.12407		-0.017521
3.13407		3.13407		-0.00751933
3.14407		3.14407		0.00248082
3.15407		3.15407		0.0124815
3.16407		3.16407		0.0224846
3.17407		3.17407		0.0324922
3.18407		3.18407		0.0425064
3.19407		3.19407		0.052529
3.20407		3.20407		0.0625622
3.21407		3.21407		0.072608
3.22407		3.22407		0.0826684
3.23407		3.23407		0.0927454
3.24407		3.24407		0.102841
3.25407		3.25407		0.112958
3.26407		3.26407		0.123097
3.27407		3.27407		0.133261
3.28407		3.28407		0.143453
3.29407		3.29407		0.153674
3.30407		3.30407		0.163926
3.31407		3.31407		0.174212
3.32407		3.32407		0.184534
3.33407		3.33407		0.194894
3.34407		3.34407		0.205294
3.35407		3.35407		0.215737
3.36407		3.36407		0.226226
3.37407		3.37407		0.236762
3.38407		3.38407		0.247348
3.39407		3.39407		0.257986
3.40407		3.40407		0.26868
3.41407		3.41407		0.279431
3.42407		3.42407		0.290242
3.43407		3.43407		0.301117
3.44407		3.44407		0.312057
3.45407		3.45407		0.323065
3.46407		3.46407		0.334145
3.47407		3.47407		0.345299
3.48407		3.48407		0.356531
3.49407		3.49407		0.367842
3.50407		3.50407		0.379238
3.51407		3.51407		0.39072
3.52407		3.52407		0.402292
3.53407		3.53407		0.413958
3.54407		3.54407		0.425721
3.55407		3.55407		0.437584
3.56407		3.56407		0.449551
3.57407		3.57407		0.461627
3.58407		3.58407		0.473815
3.59407		3.59407		0.486118
3.60407		3.60407		0.498542
3.61407		3.61407		0.511091
3.62407		3.62407		0.523768
3.63407		3.63407		0.536579
3.64407		3.64407		0.549528
3.65407		3.65407		0.56262
3.66407		3.66407		0.575861
3.67407		3.67407		0.589254
3.68407		3.68407		0.602807
3.69407		3.69407		0.616524
3.70407		3.70407		0.630411
3.71407		3.71407		0.644474
3.72407		3.72407		0.65872
3.73407		3.73407		0.673155
3.74407		3.74407		0.687785
3.75407		3.75407		0.702618
3.76407		3.76407		0.717661
3.77407		3.77407		0.732921
3.78407		3.78407		0.748407
3.79407		3.79407		0.764126
3.80407		3.80407		0.780088
3.81407		3.81407		0.7963
3.82407		3.82407		0.812773
3.83407		3.83407		0.829515
3.84407		3.84407		0.846538
3.85407		3.85407		0.863851
3.86407		3.86407		0.881467
3.87407		3.87407		0.899395
3.88407		3.88407		0.917649
3.89407		3.89407		0.936241
3.90407		3.90407		0.955185
3.91407		3.91407		0.974493
3.92407		3.92407		0.994182
3.93407		3.93407		1.01427
3.94407		3.94407		1.03476
3.95407		3.95407		1.05569
3.96407		3.96407		1.07706
3.97407		3.97407		1.09889
3.98407		3.98407		1.12122
3.99407		3.99407		1.14404
4.00407		4.00407		1.1674
4.01407		4.01407		1.19131
4.02407		4.02407		1.21579
4.03407		4.03407		1.24088
4.04407		4.04407		1.2666
4.05407		4.05407		1.29298
4.06407		4.06407		1.32005
4.07407		4.07407		1.34784
4.08407		4.08407		1.37639
4.09407		4.09407		1.40574
4.10407		4.10407		1.43593
4.11407		4.11407		1.46699
4.12407		4.12407		1.49898
4.13407		4.13407		1.53195
4.14407		4.14407		1.56594
4.15407		4.15407		1.60101
4.16407		4.16407		1.63722
4.17407		4.17407		1.67464
4.18407		4.18407		1.71334
4.19407		4.19407		1.75338
4.20407		4.20407		1.79485
4.21407		4.21407		1.83784
4.22407		4.22407		1.88244
4.23407		4.23407		1.92875
4.24407		4.24407		1.97688
4.25407		4.25407		2.02695
4.26407		4.26407		2.07909
4.27407		4.27407		2.13345
4.28407		4.28407		2.19018
4.29407		4.29407		2.24945
4.30407		4.30407		2.31144
4.31407		4.31407		2.37637
4.32407		4.32407		2.44447
4.33407		4.33407		2.51597
4.34407		4.34407		2.59117
4.35407		4.35407		2.67036
4.36407		4.36407		2.75391
4.37407		4.37407		2.84218
4.38407		4.38407		2.93562
4.39407		4.39407		3.03471
4.40407		4.40407		3.14
4.41407		4.41407		3.25212
4.42407		4.42407		3.37178
4.43407		4.43407		3.49979
4.44407		4.44407		3.63708
4.45407		4.45407		3.78474
4.46407		4.46407		3.94402
4.47407		4.47407		4.11638
4.48407		4.48407		4.30353
4.49407		4.49407		4.50752
4.50407		4.50407		4.73077
4.51407		4.51407		4.97619
4.52407		4.52407		5.24732
4.53407		4.53407		5.54847
4.54407		4.54407		5.88501
4.55407		4.55407		6.26364
4.56407		4.56407		6.69287
4.57407		4.57407		7.18368
4.58407		4.58407		7.75047
4.59407		4.59407		8.4125
4.60407		4.60407		9.19615
4.61407		4.61407		10.1385
4.62407		4.62407		11.2936
4.63407		4.63407		12.7427
4.64407		4.64407		14.6152
4.65407		4.65407		17.1287
4.66407		4.66407		20.6812
4.67407		4.67407		26.0863
4.68407		4.68407		35.3069
4.69407		4.69407		54.5924
4.70407		4.70407		120.254
4.71407		4.71407		-593.653
4.72407		4.72407		-85.5797
4.73407		4.73407		-46.1087
4.74407		4.74407		-31.5506
4.75407		4.75407		-23.9758
4.76407		4.76407		-19.3309
4.77407		4.77407		-16.191
4.78407		4.78407		-13.9261
4.79407		4.79407		-12.215
4.80407		4.80407		-10.8764
4.81407		4.81407		-9.80042
4.82407		4.82407		-8.91654
4.83407		4.83407		-8.17737
4.84407		4.84407		-7.54996
4.85407		4.85407		-7.01064
4.86407		4.86407		-6.54199
4.87407		4.87407		-6.1309
4.88407		4.88407		-5.7673
4.89407		4.89407		-5.44335
4.90407		4.90407		-5.15285
4.91407		4.91407		-4.89083
4.92407		4.92407		-4.65324
4.93407		4.93407		-4.43678
4.94407		4.94407		-4.23871
4.95407		4.95407		-4.05675
4.96407		4.96407		-3.88898
4.97407		4.97407		-3.73377
4.98407		4.98407		-3.58973
4.99407		4.99407		-3.45568
5.00407		5.00407		-3.33058
5.01407		5.01407		-3.21354
5.02407		5.02407		-3.1038
5.03407		5.03407		-3.00066
5.04407		5.04407		-2.90353
5.05407		5.05407		-2.81189
5.06407		5.06407		-2.72525
5.07407		5.07407		-2.64321
5.08407		5.08407		-2.5654
5.09407		5.09407		-2.49148
5.10407		5.10407		-2.42116
5.11407		5.11407		-2.35416
5.12407		5.12407		-2.29024
5.13407		5.13407		-2.22918
5.14407		5.14407		-2.17079
5.15407		5.15407		-2.11488
5.16407		5.16407		-2.06128
5.17407		5.17407		-2.00985
5.18407		5.18407		-1.96045
5.19407		5.19407		-1.91295
5.20407		5.20407		-1.86723
5.21407		5.21407		-1.82318
5.22407		5.22407		-1.78071
5.23407		5.23407		-1.73973
5.24407		5.24407		-1.70015
5.25407		5.25407		-1.6619
5.26407		5.26407		-1.62489
5.27407		5.27407		-1.58907
5.28407		5.28407		-1.55437
5.29407		5.29407		-1.52073
5.30407		5.30407		-1.4881
5.31407		5.31407		-1.45643
5.32407		5.32407		-1.42566
5.33407		5.33407		-1.39576
5.34407		5.34407		-1.36668
5.35407		5.35407		-1.33839
5.36407		5.36407		-1.31085
5.37407		5.37407		-1.28401
5.38407		5.38407		-1.25786
5.39407		5.39407		-1.23236
5.40407		5.40407		-1.20748
5.41407		5.41407		-1.18319
5.42407		5.42407		-1.15947
5.43407		5.43407		-1.1363
5.44407		5.44407		-1.11364
5.45407		5.45407		-1.09148
5.46407		5.46407		-1.06981
5.47407		5.47407		-1.04859
5.48407		5.48407		-1.02781
5.49407		5.49407		-1.00746
5.50407		5.50407		-0.987506
5.51407		5.51407		-0.967947
5.52407		5.52407		-0.948762
5.53407		5.53407		-0.929939
5.54407		5.54407		-0.911462
5.55407		5.55407		-0.893319
5.56407		5.56407		-0.875498
5.57407		5.57407		-0.857986
5.58407		5.58407		-0.840771
5.59407		5.59407		-0.823844
5.60407		5.60407		-0.807193
5.61407		5.61407		-0.79081
5.62407		5.62407		-0.774683
5.63407		5.63407		-0.758804
5.64407		5.64407		-0.743164
5.65407		5.65407		-0.727755
5.66407		5.66407		-0.712569
5.67407		5.67407		-0.697598
5.68407		5.68407		-0.682834
5.69407		5.69407		-0.66827
5.70407		5.70407		-0.6539
5.71407		5.71407		-0.639716
5.72407		5.72407		-0.625713
5.73407		5.73407		-0.611884
5.74407		5.74407		-0.598223
5.75407		5.75407		-0.584725
5.76407		5.76407		-0.571383
5.77407		5.77407		-0.558193
5.78407		5.78407		-0.54515
5.79407		5.79407		-0.532248
5.80407		5.80407		-0.519482
5.81407		5.81407		-0.506849
5.82407		5.82407		-0.494343
5.83407		5.83407		-0.48196
5.84407		5.84407		-0.469696
5.85407		5.85407		-0.457546
5.86407		5.86407		-0.445508
5.87407		5.87407		-0.433576
5.88407		5.88407		-0.421747
5.89407		5.89407		-0.410017
5.90407		5.90407		-0.398383
5.91407		5.91407		-0.386842
5.92407		5.92407		-0.375389
5.93407		5.93407		-0.364022
5.94407		5.94407		-0.352738
5.95407		5.95407		-0.341533
5.96407		5.96407		-0.330404
5.97407		5.97407		-0.319348
5.98407		5.98407		-0.308363
5.99407		5.99407		-0.297446
6.00407		6.00407		-0.286593
6.01407		6.01407		-0.275802
6.02407		6.02407		-0.265071
6.03407		6.03407		-0.254396
6.04407		6.04407		-0.243776
6.05407		6.05407		-0.233207
6.06407		6.06407		-0.222687
6.07407		6.07407		-0.212214
6.08407		6.08407		-0.201786
6.09407		6.09407		-0.191399
6.10407		6.10407		-0.181052
6.11407		6.11407		-0.170743
6.12407		6.12407		-0.160468
6.13407		6.13407		-0.150227
6.14407		6.14407		-0.140016
6.15407		6.15407		-0.129834
6.16407		6.16407		-0.119678
6.17407		6.17407		-0.109547
6.18407		6.18407		-0.0994377
6.19407		6.19407		-0.0893485
6.20407		6.20407		-0.0792773
6.21407		6.21407		-0.0692221
6.22407		6.22407		-0.0591808
6.23407		6.23407		-0.0491514
6.24407		6.24407		-0.0391318
6.25407		6.25407		-0.0291201
6.26407		6.26407		-0.0191142
6.27407		6.27407		-0.0091121
6.28407		6.28407		0.000888157
6.29407		6.29407		0.0108886
6.30407		6.30407		0.0208912
6.31407		6.31407		0.030898
6.32407		6.32407		0.040911
6.33407		6.33407		0.0509321
6.34407		6.34407		0.0609635
6.35407		6.35407		0.0710071
6.36407		6.36407		0.081065
6.37407		6.37407		0.0911393
6.38407		6.38407		0.101232
6.39407		6.39407		0.111345
6.40407		6.40407		0.121481
6.41407		6.41407		0.131641
6.42407		6.42407		0.141828
6.43407		6.43407		0.152044
6.44407		6.44407		0.162291
6.45407		6.45407		0.172571
6.46407		6.46407		0.182887
6.47407		6.47407		0.193241
6.48407		6.48407		0.203635
6.49407		6.49407		0.214071
6.50407		6.50407		0.224552
6.51407		6.51407		0.23508
6.52407		6.52407		0.245658
6.53407		6.53407		0.256288
6.54407		6.54407		0.266973
6.55407		6.55407		0.277715
6.56407		6.56407		0.288516
6.57407		6.57407		0.29938
6.58407		6.58407		0.31031
6.59407		6.59407		0.321307
6.60407		6.60407		0.332375
6.61407		6.61407		0.343518
6.62407		6.62407		0.354736
6.63407		6.63407		0.366035
6.64407		6.64407		0.377417
6.65407		6.65407		0.388885
6.66407		6.66407		0.400443
6.67407		6.67407		0.412094
6.68407		6.68407		0.423841
6.69407		6.69407		0.435688
6.70407		6.70407		0.447638
6.71407		6.71407		0.459696
6.72407		6.72407		0.471866
6.73407		6.73407		0.484151
6.74407		6.74407		0.496555
6.75407		6.75407		0.509084
6.76407		6.76407		0.52174
6.77407		6.77407		0.53453
6.78407		6.78407		0.547456
6.79407		6.79407		0.560525
6.80407		6.80407		0.573742
6.81407		6.81407		0.587111
6.82407		6.82407		0.600638
6.83407		6.83407		0.614328
6.84407		6.84407		0.628187
6.85407		6.85407		0.642222
6.86407		6.86407		0.656439
6.87407		6.87407		0.670843
6.88407		6.88407		0.685441
6.89407		6.89407		0.700242
6.90407		6.90407		0.715251
6.91407		6.91407		0.730476
6.92407		6.92407		0.745925
6.93407		6.93407		0.761607
6.94407		6.94407		0.777529
6.95407		6.95407		0.793701
6.96407		6.96407		0.810131
6.97407		6.97407		0.82683
6.98407		6.98407		0.843808
6.99407		6.99407		0.861074
7.00407		7.00407		0.87864
7.01407		7.01407		0.896518
7.02407		7.02407		0.914719
7.03407		7.03407		0.933257
7.04407		7.04407		0.952143
7.05407		7.05407		0.971393
7.06407		7.06407		0.99102
7.07407		7.07407		1.01104
7.08407		7.08407		1.03147
7.09407		7.09407		1.05233
7.10407		7.10407		1.07362
7.11407		7.11407		1.09538
7.12407		7.12407		1.11763
7.13407		7.13407		1.14037
7.14407		7.14407		1.16364
7.15407		7.15407		1.18746
7.16407		7.16407		1.21185
7.17407		7.17407		1.23684
7.18407		7.18407		1.26246
7.19407		7.19407		1.28873
7.20407		7.20407		1.31569
7.21407		7.21407		1.34336
7.22407		7.22407		1.37179
7.23407		7.23407		1.40101
7.24407		7.24407		1.43106
7.25407		7.25407		1.46198
7.26407		7.26407		1.49382
7.27407		7.27407		1.52663
7.28407		7.28407		1.56045
7.29407		7.29407		1.59535
7.30407		7.30407		1.63138
7.31407		7.31407		1.6686
7.32407		7.32407		1.70709
7.33407		7.33407		1.74691
7.34407		7.34407		1.78815
7.35407		7.35407		1.83089
7.36407		7.36407		1.87522
7.37407		7.37407		1.92125
7.38407		7.38407		1.96908
7.39407		7.39407		2.01884
7.40407		7.40407		2.07064
7.41407		7.41407		2.12464
7.42407		7.42407		2.18098
7.43407		7.43407		2.23983
7.44407		7.44407		2.30138
7.45407		7.45407		2.36583
7.46407		7.46407		2.4334
7.47407		7.47407		2.50434
7.48407		7.48407		2.57893
7.49407		7.49407		2.65747
7.50407		7.50407		2.74029
7.51407		7.51407		2.82779
7.52407		7.52407		2.92037
7.53407		7.53407		3.01853
7.54407		7.54407		3.12279
7.55407		7.55407		3.23378
7.56407		7.56407		3.35219
7.57407		7.57407		3.47881
7.58407		7.58407		3.61455
7.59407		7.59407		3.76048
7.60407		7.60407		3.91782
7.61407		7.61407		4.08798
7.62407		7.62407		4.27266
7.63407		7.63407		4.47381
7.64407		7.64407		4.69381
7.65407		7.65407		4.93548
7.66407		7.66407		5.20225
7.67407		7.67407		5.49829
7.68407		7.68407		5.82879
7.69407		7.69407		6.2002
7.70407		7.70407		6.62071
7.71407		7.71407		7.10085
7.72407		7.72407		7.65439
7.73407		7.73407		8.29971
7.74407		7.74407		9.06184
7.75407		7.75407		9.97587
7.76407		7.76407		11.0925
7.77407		7.77407		12.4877
7.78407		7.78407		14.2812
7.79407		7.79407		16.6722
7.80407		7.80407		20.0202
7.81407		7.81407		25.0442
7.82407		7.82407		33.4257
7.83407		7.83407		50.224
7.84407		7.84407		100.924
7.85407		7.85407		-10889.7
7.86407		7.86407		-99.0867
7.87407		7.87407		-49.7648
7.88407		7.88407		-33.2216
7.89407		7.89407		-24.9294
7.90407		7.90407		-19.9466
7.91407		7.91407		-16.6212
7.92407		7.92407		-14.2436
7.93407		7.93407		-12.459
7.94407		7.94407		-11.0697
7.95407		7.95407		-9.95744
7.96407		7.96407		-9.0466
7.97407		7.97407		-8.28689
7.98407		7.98407		-7.64346
7.99407		7.99407		-7.09142
8.00407		8.00407		-6.61248
8.01407		8.01407		-6.19296
8.02407		8.02407		-5.82237
8.03407		8.03407		-5.49256
8.04407		8.04407		-5.1971
8.05407		8.05407		-4.93083
8.06407		8.06407		-4.68959
8.07407		8.07407		-4.46996
8.08407		8.08407		-4.26912
8.09407		8.09407		-4.08473
8.10407		8.10407		-3.91482
8.11407		8.11407		-3.75771
8.12407		8.12407		-3.61197
8.13407		8.13407		-3.4764
8.14407		8.14407		-3.34994
8.15407		8.15407		-3.23168
8.16407		8.16407		-3.12082
8.17407		8.17407		-3.01667
8.18407		8.18407		-2.91862
8.19407		8.19407		-2.82613
8.20407		8.20407		-2.73873
8.21407		8.21407		-2.65599
8.22407		8.22407		-2.57753
8.23407		8.23407		-2.50301
8.24407		8.24407		-2.43213
8.25407		8.25407		-2.36462
8.26407		8.26407		-2.30022
8.27407		8.27407		-2.23873
8.28407		8.28407		-2.17992
8.29407		8.29407		-2.12363
8.30407		8.30407		-2.06967
8.31407		8.31407		-2.01791
8.32407		8.32407		-1.96819
8.33407		8.33407		-1.92039
8.34407		8.34407		-1.87439
8.35407		8.35407		-1.83009
8.36407		8.36407		-1.78738
8.37407		8.37407		-1.74616
8.38407		8.38407		-1.70637
8.39407		8.39407		-1.66791
8.40407		8.40407		-1.63071
8.41407		8.41407		-1.5947
8.42407		8.42407		-1.55982
8.43407		8.43407		-1.52602
8.44407		8.44407		-1.49323
8.45407		8.45407		-1.46141
8.46407		8.46407		-1.4305
8.47407		8.47407		-1.40047
8.48407		8.48407		-1.37126
8.49407		8.49407		-1.34285
8.50407		8.50407		-1.31518
8.51407		8.51407		-1.28824
8.52407		8.52407		-1.26198
8.53407		8.53407		-1.23638
8.54407		8.54407		-1.2114
8.55407		8.55407		-1.18702
8.56407		8.56407		-1.16321
8.57407		8.57407		-1.13995
8.58407		8.58407		-1.11721
8.59407		8.59407		-1.09498
8.60407		8.60407		-1.07323
8.61407		8.61407		-1.05194
8.62407		8.62407		-1.03109
8.63407		8.63407		-1.01067
8.64407		8.64407		-0.990656
8.65407		8.65407		-0.971036
8.66407		8.66407		-0.951793
8.67407		8.67407		-0.932913
8.68407		8.68407		-0.914382
8.69407		8.69407		-0.896187
8.70407		8.70407		-0.878315
8.71407		8.71407		-0.860754
8.72407		8.72407		-0.843493
8.73407		8.73407		-0.826521
8.74407		8.74407		-0.809827
8.75407		8.75407		-0.793402
8.76407		8.76407		-0.777234
8.77407		8.77407		-0.761317
8.78407		8.78407		-0.745639
8.79407		8.79407		-0.730194
8.80407		8.80407		-0.714973
8.81407		8.81407		-0.699968
8.82407		8.82407		-0.685172
8.83407		8.83407		-0.670576
8.84407		8.84407		-0.656176
8.85407		8.85407		-0.641963
8.86407		8.86407		-0.627931
8.87407		8.87407		-0.614075
8.88407		8.88407		-0.600388
8.89407		8.89407		-0.586864
8.90407		8.90407		-0.573498
8.91407		8.91407		-0.560284
8.92407		8.92407		-0.547218
8.93407		8.93407		-0.534293
8.94407		8.94407		-0.521507
8.95407		8.95407		-0.508852
8.96407		8.96407		-0.496327
8.97407		8.97407		-0.483924
8.98407		8.98407		-0.471641
8.99407		8.99407		-0.459474
9.00407		9.00407		-0.447418
9.01407		9.01407		-0.435469
9.02407		9.02407		-0.423624
9.03407		9.03407		-0.411879
9.04407		9.04407		-0.40023
9.05407		9.05407		-0.388674
9.06407		9.06407		-0.377207
9.07407		9.07407		-0.365827
9.08407		9.08407		-0.35453
9.09407		9.09407		-0.343312
9.10407		9.10407		-0.332171
9.11407		9.11407		-0.321104
9.12407		9.12407		-0.310108
9.13407		9.13407		-0.29918
9.14407		9.14407		-0.288317
9.15407		9.15407		-0.277517
9.16407		9.16407		-0.266776
9.17407		9.17407		-0.256092
9.18407		9.18407		-0.245464
9.19407		9.19407		-0.234887
9.20407		9.20407		-0.224359
9.21407		9.21407		-0.213879
9.22407		9.22407		-0.203444
9.23407		9.23407		-0.19305
9.24407		9.24407		-0.182697
9.25407		9.25407		-0.172382
9.26407		9.26407		-0.162102
9.27407		9.27407		-0.151856
9.28407		9.28407		-0.14164
9.29407		9.29407		-0.131454
9.30407		9.30407		-0.121294
9.31407		9.31407		-0.111159
9.32407		9.32407		-0.101046
9.33407		9.33407		-0.0909541
9.34407		9.34407		-0.0808802
9.35407		9.35407		-0.0708226
9.36407		9.36407		-0.0607792
9.37407		9.37407		-0.050748
9.38407		9.38407		-0.040727
9.39407		9.39407		-0.0307141
9.40407		9.40407		-0.0207075
9.41407		9.41407		-0.0107049
9.42407		9.42407		-0.000704497
9.43407		9.43407		0.00929577
9.44407		9.44407		0.0192979
9.45407		9.45407		0.0293039
9.46407		9.46407		0.0393157
